0000	pa	70375
000100	nibibigyan	21
000100	rin	43432
0001010	lamang	38084
0001011	dn	11
0001011	lang	25858
0001011	nakakaupo	18
0001011	nakauupo	15
0001100	arian	14
0001100	ninoman	10
0001100	nito	45143
0001100	nito'y	74
0001100	nito.	16
0001100	niyon	121
00011010	niya	34081
00011011	nila	24175
00011100	naman	47414
000111010	din	29531
000111011	kahapon	13374
00011110	diumano	689
00011110	umano	23058
0001111100	ba't	128
0001111100	nakuntento	73
0001111100	natatagalan	53
0001111100	raw	4699
00011111010	daw	6696
00011111010	mapaglalangan	10
00011111010	miminsan	10
00011111010	parin	66
000111110110	SANA	26
000111110110	kunwari	75
000111110110	magsayaw	16
000111110110	marahil	908
000111110110	nasusubukan	15
000111110110	nawa	129
000111110110	sana	3043
000111110110	siguro	1156
000111110110	tma	11
000111110111	anila	436
000111110111	aniya	2800
000111110111	anya	2067
000111110111	ngay	14
000111111000	malilimot	18
000111111000	pala	3986
000111111000	yata	628
000111111001	akalaing	38
000111111001	kapat	15
000111111001	kase	20
000111111001	kasi	3687
000111111001	kya	40
00011111101	Kampf	18
00011111101	mismo	2724
00011111101	narin	32
0001111111	diyes	35
0001111111	kagabi	229
0001111111	kamakailan	1797
0001111111	kamakalawa	1759
0001111111	kinagabihan	32
0001111111	linggo-linggo	17
0001111111	naito	10
0001111111	suprema	38
0001111111	syete	13
00100	ni	181849
00100	niPangulong	12
00100	nin	13
00101	nidating	11
00101	nina	8635
0011000	kay	51899
0011000	ngadtong	14
0011001	SI	498
0011001	Senor	28
0011001	Senyor	81
0011001	Yat	10
0011001	ke	95
0011001	kila	14
0011001	kina	2010
0011001	ky	33
0011001	saPhilippine	15
0011001	versus	75
0011001	vs	80
0011001	vs.	384
0011001		16
001101	2D	13
001101	Abdulla	10
001101	Barney	14
001101	Bas	10
001101	Corrales	13
001101	Dar	11
001101	Ford	138
001101	Galis	36
001101	Hadji	30
001101	Irving	22
001101	Kia	14
001101	Lite	18
001101	Mater	11
001101	Monthly	30
001101	Nuevo	42
001101	Pananampalatayang	14
001101	Perpetual	48
001101	Ras	22
001101	Rhodes	11
001101	Saint	234
001101	Sao	18
001101	Saulog	34
001101	Setepenre	21
001101	Sharif	31
001101	Siberian	11
001101	Sigma	39
001101	St	68
001101	St.	1585
001101	Staphylococcus	23
001101	Tau	19
001101	Tse	10
001101	USS	39
001101	a.k.a	11
001101	a.k.a.	14
001101	alias	210
001101	alyas	1097
001101	cinquain	11
001101	corner	77
001101	el	58
001101	kan	13
001101	nagngangalang	505
001101	nangangalang	10
001101	pudendal	10
001101	rev	14
001101	v.	31
00111	A.B.	15
00111	Abdul	105
00111	Abdullah	114
00111	Ad	22
00111	Agri	21
00111	Agua	23
00111	Al	740
00111	Alisa	11
00111	Amba	12
00111	Amber	16
00111	Andong	14
00111	Anna	188
00111	Anonymous	11
00111	Antonia	23
00111	Art	220
00111	Astra	11
00111	Astro	17
00111	Auntie	13
00111	Austin	30
00111	Bamboo	26
00111	Batman	94
00111	Bean	14
00111	Beans	11
00111	Bee	25
00111	Bernhard	16
00111	Bertha	11
00111	Bien	26
00111	Birheng	125
00111	Black	363
00111	Blessed	22
00111	Bona	11
00111	Brain	15
00111	Brandy	12
00111	Brittany	19
00111	Bud	14
00111	Casa	16
00111	Castel	10
00111	Centro	24
00111	Chad	71
00111	Charlotte	39
00111	Chastity	12
00111	Cherry	56
00111	Chester	11
00111	Cho	21
00111	Christian	398
00111	Christina	61
00111	Cirio	13
00111	Cliff	10
00111	Coco	23
00111	Con	14
00111	Coney	10
00111	Corey	21
00111	Craig	22
00111	Crispa	11
00111	Cygnus	12
00111	Daddy	26
00111	Dai	13
00111	Dale	44
00111	Dana	26
00111	Datu	316
00111	Davies	10
00111	Den	18
00111	Der	17
00111	Des	10
00111	Divina	39
00111	Divine	92
00111	Doc	63
00111	Doktora	19
00111	Drew	28
00111	Dula	26
00111	Earl	34
00111	Emperor	20
00111	Ernest	104
00111	Ethel	18
00111	Evita	17
00111	Fahd	12
00111	Fanny	15
00111	Fat	21
00111	Fatima	82
00111	Florence	51
00111	Frisco	22
00111	Funeraria	19
00111	Fusion	10
00111	Game	155
00111	Giuseppe	41
00111	Goh	12
00111	Guy	57
00111	Halle	11
00111	Hamad	13
00111	Harley	11
00111	Harry	327
00111	Harvey	49
00111	Heath	11
00111	Hiram	11
00111	Historia	19
00111	Honey	28
00111	Huseng	11
00111	Hồ	11
00111	Ignatius	28
00111	Immaculada	11
00111	JM	20
00111	Jade	70
00111	Jan	145
00111	Jeanne	12
00111	Jeremiah	11
00111	Jet	29
00111	Joanna	28
00111	Job	99
00111	Jokey	11
00111	Jolly	18
00111	Junior	123
00111	KC	21
00111	Kan	29
00111	Kara	27
00111	Karma	17
00111	Katie	13
00111	Khaled	14
00111	Khalid	33
00111	Kiddie	10
00111	Kimberly	45
00111	Kyle	28
00111	Lago	13
00111	Lawrence	151
00111	Le	131
00111	Lemon	18
00111	Leslie	22
00111	Letty	29
00111	Liberty	59
00111	Lila	15
00111	Little	135
00111	Lloyd	55
00111	Lovely	25
00111	Loy	10
00111	Lualhati	51
00111	Ludovico	10
00111	MS	11
00111	Mac	72
00111	Makoto	36
00111	Manay	32
00111	Mare	12
00111	Margaret	81
00111	Mc	10
00111	Megan	12
00111	Mercedes	90
00111	Mercedez	19
00111	Mickey	52
00111	Mico	12
00111	Mohamad	37
00111	Mohammad	130
00111	Mohammed	61
00111	Mona	67
00111	Morgan	37
00111	Mr	44
00111	Nagisa	14
00111	Naida	10
00111	Natalia	17
00111	Natalie	14
00111	Nathan	25
00111	Neo	16
00111	Nikko	14
00111	Noh	13
00111	Nurse	16
00111	Oriel	10
00111	Osamu	40
00111	PFC	23
00111	Palos	11
00111	Panglima	22
00111	Panthera	21
00111	Pauline	26
00111	Pink	30
00111	Porto	15
00111	Precious	39
00111	Principal	18
00111	Protoculture	10
00111	Quang	10
00111	Que	13
00111	Raman	16
00111	Regidor	11
00111	Remedios	64
00111	Reyno	10
00111	Rhodospirillum	11
00111	Rich	18
00111	Ringo	17
00111	Rio	102
00111	Robbie	11
00111	Rocky	29
00111	Roman	145
00111	Río	13
00111	SB	159
00111	Sabina	19
00111	Sabrina	23
00111	Santa	1002
00111	Selena	36
00111	Shaquille	10
00111	Sidney	20
00111	Snooky	10
00111	Solita	17
00111	Sue	17
00111	Sultan	376
00111	Sunny	31
00111	Sunshine	76
00111	TJ	10
00111	Taha	12
00111	Terra	15
00111	Tim	67
00111	Travis	11
00111	Tres	27
00111	Troy	64
00111	Tyrannosaurus	10
00111	Un	25
00111	Ursa	15
00111	Valentina	31
00111	Valentino	19
00111	Vernon	10
00111	Via	32
00111	Villaraza	26
00111	Virginia	311
00111	Vita	10
00111	Vito	33
00111	Vittorio	13
00111	Vladimir	51
00111	Voluntary	11
00111	Walter	104
00111	Warwick	10
00111	Winnie	38
00111	Wise	21
00111	Xavier	55
00111	Xing	19
00111	Yukio	10
00111	Zach	13
00111	padre	43
010	gn	14
010	kahaponng	12
010	ng	941298
010	ngisang	18
010	ngkanilang	10
010	ngmga	101
010	nng	17
0110	.Sa	23
0110	sa	1026719
0110	sakanilang	14
0110	sakanyang	13
01110	aang	11
01110	ag	18
01110	ang	737046
01110	angisang	10
01110	angkanilang	10
01110	angmga	97
01110	ayang	11
01110	lamangang	11
01110	naang	29
01110	rinng	11
01110	siyasa	12
01110	umanoang	10
011110000	kng	34
011110000	kung	58447
01111000100	dahi	21
01111000100	dahil	51760
011110001010	para	64436
011110001011	UPANG	16
011110001011	upang	34377
0111100011000	HABANG	61
0111100011000	habang	11515
0111100011001	Pagka't	11
0111100011001	keysa	36
0111100011001	kundi	6524
0111100011001	kungdi	15
0111100011010	BAGO	27
0111100011010	bago	9063
01111000110110	GUSTONG	12
01111000110110	Kar	11
01111000110110	MAGANDANG	15
01111000110110	NANG	84
01111000110110	makaraang	1929
01111000110110	nad	45
01111000110110	pagkaraang	221
01111000110111	basta't	43
01111000110111	bastat	25
01111000110111	bkit	29
01111000110111	kaya't	642
01111000110111	kayat	542
01111000110111	saka-sakaling	14
01111000110111	sakali't	26
01111000110111	sakaling	1716
01111000110111	sakalit	17
01111000111	Akiyama	20
01111000111	Arai	38
01111000111	Barr	12
01111000111	Boattini	17
01111000111	Bowell	493
01111000111	Burnasheva	14
01111000111	Börngen	171
01111000111	Casulli	12
01111000111	Chernykh	648
01111000111	Debehogne	319
01111000111	Delporte	14
01111000111	Dunbar	11
01111000111	Ekar	16
01111000111	Elst	333
01111000111	Ferreri	15
01111000111	Fujii	26
01111000111	Furuta	63
01111000111	Gehrels	522
01111000111	Hayakawa	26
01111000111	Helin	388
01111000111	Hioki	34
01111000111	Hirasawa	21
01111000111	Holt	233
01111000111	Hurukawa	45
01111000111	Isonzo	38
01111000111	Iwamoto	10
01111000111	Kaneda	318
01111000111	Kawanishi	15
01111000111	Kilmartin	32
01111000111	Kizawa	14
01111000111	Kobayashi	284
01111000111	Kogen	18
01111000111	Koishikawa	16
01111000111	Kojima	35
01111000111	Kowal	14
01111000111	Lagerkvist	57
01111000111	Laugier	10
01111000111	Lemmon	69
01111000111	Leoncito	76
01111000111	Levy	31
01111000111	Matsuyama	23
01111000111	Maury	10
01111000111	McNaught	136
01111000111	Mesa	1030
01111000111	Mori	56
01111000111	Mrkos	212
01111000111	Mukai	10
01111000111	Nakamura	62
01111000111	Natori	23
01111000111	Niijima	22
01111000111	Nomura	20
01111000111	Observatory	595
01111000111	Okuni	13
01111000111	Otomo	69
01111000111	Peak	435
01111000111	Provence	49
01111000111	Reinmuth	119
01111000111	Roble	42
01111000111	Schuster	22
01111000111	Seki	118
01111000111	Shoemaker	365
01111000111	Silla	798
01111000111	Skiff	47
01111000111	Smirnova	110
01111000111	Spring	480
01111000111	Sugie	43
01111000111	Suzuki	117
01111000111	Tichý	23
01111000111	Tololo	33
01111000111	Tombaugh	14
01111000111	Tombelli	21
01111000111	Tomita	22
01111000111	Tucker	22
01111000111	Urata	194
01111000111	Watanabe	319
01111000111	Wolf	48
01111000111	Yanai	14
01111000111	Zappalà	10
01111000111	Zhuravleva	148
011110010	mula	32566
011110011000	laban	14760
011110011001	Pagbili	17
011110011001	kaugnay	5126
01111001101000	patungkol	383
01111001101000	tungkol	5643
01111001101001	hinggil	3743
01111001101001	hingil	19
01111001101001	regarding	173
01111001101001	ukol	2222
0111100110101	kaysa	2530
0111100110101	kesa	637
0111100110101	kumpara	1263
0111100110110	ayon	6293
0111100110110	segun	38
0111100110110	simulcast	16
01111001101110	bukod	1928
01111001101110	liban	40
01111001101110	mag-e-mail	71
01111001101110	magmula	764
01111001101110	maliban	1411
01111001101110	matangi	14
01111001101111	BUKOD	14
01111001101111	Ukol	24
01111001101111	alang-alang	154
01111001101111	alinsunod	581
01111001101111	batay	1867
01111001101111	buhat	664
01111001101111	depende	490
01111001101111	papunta	630
01111001101111	patungo	1596
01111001101111	relatibo	29
01111001101111	tungo	736
01111001110	AYON	39
01111001110	DAHIL	64
01111001110	SABIHIN	10
01111001110	abi	14
01111001110	gumikan	233
01111001110	nagumikan	11
01111001110	nanukad	20
01111001110	nunot	37
01111001110	tungod	2594
011110011110	alang	1712
011110011110	atol	322
011110011110	batok	876
011110011110	gikan	1547
011110011110	ikomparar	23
011110011110	ilalum	15
011110011110	itandi	117
011110011110	kalabot	100
011110011110	kalabut	15
011110011110	mahitungod	176
011110011110	naggikan	20
011110011110	ngadto	1751
011110011110	nganhi	17
011110011110	pagbaraw	14
011110011110	pagdason	13
011110011110	paghaw-as	14
011110011110	paghawan	11
011110011110	pagpalagpot	33
011110011110	paingon	238
011110011110	pinaagi	665
011110011110	pinasikad	21
011110011110	puli	17
011110011110	taliwala	43
011110011111	Echavez	11
011110011111	ana-a	44
011110011111	atbang	42
011110011111	atubangan	162
011110011111	atul	52
011110011111	basi	61
011110011111	bugti	39
011110011111	didto	763
011110011111	diha	1377
011110011111	dinha	13
011110011111	dinhi	1072
011110011111	diri	289
011110011111	duol	154
011110011111	gawas	479
011110011111	hangtod	348
011110011111	hangtud	231
011110011111	hinatag	10
011110011111	hulip	14
011110011111	ilawom	74
011110011111	inabagan	10
011110011111	inubanan	13
011110011111	kabahin	225
011110011111	kadagko	12
011110011111	kagamay	19
011110011111	kilid	53
011110011111	lapas	23
